ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID
17549840,3.71E-01,2.13E-01,-1.2841674,-7.31569,-0.08338331,--not in current csv annotation file
17347821,3.71E-01,2.13E-01,-1.2840355,-7.31585,-0.06542639,chr17(-):85600651-85618396
17457430,3.72E-01,2.13E-01,1.2839868,-7.31591,0.15515289,chr6(+):38533502-38539449
17403829,3.72E-01,2.13E-01,-1.2839495,-7.31596,-0.09163247,chr3(+):156561794-157316447
17348677,3.72E-01,2.13E-01,1.2839238,-7.31599,0.10210817,chr18(+):15874661-15874789
17396343,3.72E-01,2.13E-01,1.2838681,-7.31606,0.06378356,chr3(+):25546020-25546154
17360001,3.72E-01,2.13E-01,-1.2838265,-7.31611,-0.06116556,chr19(+):46335287-46338538
17304461,3.72E-01,2.13E-01,-1.283824,-7.31612,-0.07831697,chr14(-):30929180-30943289
17424018,3.72E-01,2.13E-01,-1.2837393,-7.31622,-0.07156253,chr4(-):40259601-40269850
17334948,3.72E-01,2.13E-01,-1.283721,-7.31625,-0.07146203,chr17(+):26676396-26699647
17449593,3.72E-01,2.13E-01,-1.283684,-7.31629,-0.09032597,chr5(-):91766242-91767300
17418217,3.72E-01,2.13E-01,-1.2836699,-7.31631,-0.09497317,chr4(+):123665881-123671217
17464715,3.72E-01,2.13E-01,1.2836283,-7.31636,0.08047981,chr6(-):6952170-6955900
17449519,3.72E-01,2.13E-01,1.2834458,-7.31659,0.25397586,--not in current csv annotation file
17456830,3.72E-01,2.13E-01,-1.283412,-7.31663,-0.09309428,chr6(+):30176623-30178046
17491366,3.72E-01,2.13E-01,-1.2834066,-7.31664,-0.09829456,chr7(-):48642863-48643801
17472364,3.72E-01,2.13E-01,-1.2832734,-7.3168,-0.09757978,chr6(-):141805440-141856199
17383345,3.72E-01,2.13E-01,1.2832469,-7.31684,0.12045203,chr2(-):27539805-27539930
17277654,3.72E-01,2.13E-01,1.2831985,-7.3169,0.0650095,chr12(+):87618909-87622143
17300122,3.72E-01,2.13E-01,1.2831508,-7.31696,0.09574058,chr14(+):54075004-54075515
17201713,3.72E-01,2.13E-01,1.2827901,-7.31741,0.32949864,--normgene->intron
17201889,3.72E-01,2.13E-01,1.2827901,-7.31741,0.32949864,--normgene->intron
17551167,3.72E-01,2.13E-01,1.2827806,-7.31742,0.05788389,--control->affx->bac_spike
17394435,3.72E-01,2.13E-01,1.2825575,-7.3177,0.07916447,chr2(-):165351297-165368729
17297383,3.72E-01,2.13E-01,1.2824936,-7.31778,0.11295589,chr14(+):18445875-18446030
17434813,3.72E-01,2.13E-01,-1.2823859,-7.31791,-0.06754456,chr5(+):14025276-14256689
17478793,3.72E-01,2.13E-01,-1.2823096,-7.318,-0.08042122,chr7(+):62376979-62381640
17447451,3.72E-01,2.13E-01,1.2823056,-7.31801,0.06414028,chr5(-):36490604-36593276
17281941,3.72E-01,2.13E-01,-1.2822337,-7.3181,-0.08056214,chr12(-):75411720-75416781
17209543,3.72E-01,2.13E-01,-1.2822266,-7.31811,-0.33067653,--normgene->intron
17205961,3.72E-01,2.13E-01,-1.2822192,-7.31812,-0.14304992,--normgene->intron
17366744,3.72E-01,2.13E-01,-1.282044,-7.31834,-0.15386442,chr2(+):10474433-10474541
17229965,3.72E-01,2.13E-01,1.2820309,-7.31835,0.06281108,chr1(-):172936212-172936334
17254614,3.72E-01,2.13E-01,-1.2819609,-7.31844,-0.20715292,chr11(+):85919978-85920056
17334666,3.72E-01,2.13E-01,-1.2819497,-7.31845,-0.09622194,chr17(+):25366333-25368859
17543376,3.72E-01,2.13E-01,-1.2819109,-7.3185,-0.07172422,chrX(-):96306178-96456294
17201447,3.72E-01,2.13E-01,1.2818636,-7.31856,0.16027625,--normgene->intron
17493432,3.72E-01,2.13E-01,-1.2817501,-7.3187,-0.09125408,chr7(-):97412938-97417730
17442691,3.72E-01,2.13E-01,-1.2816736,-7.3188,-0.09002036,chr5(+):124862691-124902693
17366067,3.72E-01,2.13E-01,-1.2816058,-7.31888,-0.1364215,chr19(-):60198586-60226697
17501500,3.72E-01,2.13E-01,-1.2815619,-7.31894,-0.070374,chr8(+):63878196-63878326
17244785,3.72E-01,2.13E-01,-1.2815151,-7.31899,-0.05829506,chr10(-):107762310-107912134
17458677,3.72E-01,2.13E-01,-1.2814878,-7.31903,-0.09659919,chr6(+):53287412-53287913
17203103,3.72E-01,2.13E-01,1.2814423,-7.31909,0.27313486,--normgene->intron
17424929,3.72E-01,2.13E-01,-1.2814394,-7.31909,-0.17117944,--not in current csv annotation file
17482924,3.72E-01,2.13E-01,-1.2813513,-7.3192,-0.08832314,chr7(+):125318359-125319518
17407542,3.72E-01,2.14E-01,-1.2812506,-7.31932,-0.05956572,chr3(-):94433166-94436616
17544868,3.72E-01,2.14E-01,-1.2812199,-7.31936,-0.06469194,chrX(-):139654294-139654617
17464238,3.72E-01,2.14E-01,-1.2811918,-7.3194,-0.07845239,chr6(+):145211134-145216939
17209883,3.73E-01,2.14E-01,-1.2809486,-7.3197,-0.15176794,--normgene->intron
17315305,3.73E-01,2.14E-01,-1.2809189,-7.31974,-0.11117258,chr15(+):102144186-102149512
17367473,3.73E-01,2.14E-01,-1.2807991,-7.31989,-0.07011475,chr2(+):22227503-22618252
17521252,3.73E-01,2.14E-01,-1.2807789,-7.31991,-0.073945,chr9(+):106499967-106502250
17311703,3.73E-01,2.14E-01,-1.2806477,-7.32007,-0.09430208,chr15(+):58214475-58324053
17477648,3.73E-01,2.14E-01,-1.2805764,-7.32016,-0.10360219,chr7(+):44986900-44994601
17229953,3.73E-01,2.14E-01,-1.2804582,-7.32031,-0.09997275,chr1(-):172669034-172679195
17547387,3.73E-01,2.14E-01,1.2801724,-7.32067,0.06973644,chrY(-):72449780-72450478
17258521,3.73E-01,2.14E-01,-1.2800637,-7.3208,-0.11894411,chr11(+):116022290-116024463
17550619,3.73E-01,2.14E-01,1.2799951,-7.32089,0.09150783,--control->affx
17302404,3.73E-01,2.14E-01,1.2799555,-7.32094,0.06336267,chr14(+):100213142-100246280
17449827,3.73E-01,2.14E-01,-1.2799064,-7.321,-0.26385164,chr5(-):93634993-93671551
17527369,3.73E-01,2.14E-01,-1.2796275,-7.32134,-0.09878389,chr9(-):55539549-55540888
17202671,3.73E-01,2.14E-01,1.2796155,-7.32136,0.25257178,--normgene->intron
17357413,3.73E-01,2.14E-01,1.2795512,-7.32144,0.2760695,chr19(+):9597692-9608485
17365474,3.73E-01,2.14E-01,-1.2793667,-7.32167,-0.13049381,chr19(-):47170469-47171134
17548551,3.73E-01,2.14E-01,-1.2793556,-7.32168,-0.19929806,chr6(-):114901896-114905146
17243219,3.73E-01,2.14E-01,-1.2793341,-7.32171,-0.07091042,chr10(-):81198170-81202037
17306577,3.73E-01,2.14E-01,-1.2793316,-7.32171,-0.09726533,chr14(-):54970684-54994634
17286867,3.73E-01,2.14E-01,1.2791714,-7.32191,0.05710883,chr13(+):42998511-43006067
17277625,3.73E-01,2.14E-01,1.2791679,-7.32192,0.07153644,chr12(+):87443896-87452206
17397601,3.73E-01,2.14E-01,-1.279165,-7.32192,-0.10981447,chr3(+):54631439-54634627
17530733,3.73E-01,2.14E-01,-1.2791372,-7.32195,-0.09059331,chr9(-):106644517-106656109
17200953,3.73E-01,2.14E-01,1.2790968,-7.322,0.28001503,--normgene->intron
17408001,3.73E-01,2.14E-01,-1.2789743,-7.32216,-0.08016447,chr3(-):96196588-96198489
17208051,3.73E-01,2.14E-01,1.2788531,-7.32231,0.41493931,--normgene->intron
17205219,3.73E-01,2.14E-01,1.2788001,-7.32237,0.15398419,--normgene->intron
17209409,3.73E-01,2.14E-01,1.2788001,-7.32237,0.15398419,--normgene->intron
17341843,3.73E-01,2.14E-01,-1.2787286,-7.32246,-0.12595061,chr17(-):24440087-24443105
17285056,3.73E-01,2.14E-01,1.2786917,-7.32251,0.13989936,chr13(+):8885606-8892396
17430660,3.74E-01,2.14E-01,1.2786277,-7.32259,0.07815544,chr4(-):130857751-130857880
17351627,3.74E-01,2.14E-01,1.2785645,-7.32267,0.085239,chr18(+):69771796-69823172
17242822,3.74E-01,2.14E-01,-1.2783968,-7.32287,-0.12500522,chr10(-):80130434-80140835
17517512,3.74E-01,2.15E-01,-1.278352,-7.32293,-0.07261419,chr9(+):55326913-55438345
17249611,3.74E-01,2.15E-01,-1.278293,-7.323,-0.07127953,chr11(+):54100095-54131667
17410775,3.74E-01,2.15E-01,1.2782054,-7.32311,0.06457686,chr3(-):142790902-142882004
17439021,3.74E-01,2.15E-01,1.2781939,-7.32313,0.08005822,chr5(+):91074617-91093649
17357530,3.74E-01,2.15E-01,-1.2781867,-7.32314,-0.24603761,--not in current csv annotation file
17440201,3.74E-01,2.15E-01,1.2781802,-7.32314,0.09212872,chr5(+):108312609-108349355
17203419,3.74E-01,2.15E-01,1.2780806,-7.32327,0.23847867,--normgene->intron
17384202,3.74E-01,2.15E-01,1.2779896,-7.32338,0.10033639,chr2(-):33716361-33718899
17246345,3.74E-01,2.15E-01,-1.2779661,-7.32341,-0.08408272,chr10(-):128817457-128821631
17383788,3.74E-01,2.15E-01,-1.2778922,-7.3235,-0.10888,chr2(-):31676364-31688469
17350425,3.74E-01,2.15E-01,-1.2777793,-7.32364,-0.08684683,chr18(+):47537735-47718636
17305211,3.74E-01,2.15E-01,1.2774891,-7.324,0.08693025,chr14(-):40906444-40966807
17302305,3.74E-01,2.15E-01,1.2774889,-7.324,0.09521317,chr14(+):87416583-87545508
17506329,3.74E-01,2.15E-01,-1.2774486,-7.32405,-0.07526803,chr8(+):121907833-121918428
17294397,3.74E-01,2.15E-01,1.2774247,-7.32408,0.08192811,chr13(-):74359578-74364005
17472737,3.74E-01,2.15E-01,-1.2771592,-7.32441,-0.07984831,chr6(-):145393459-145450767
17407550,3.74E-01,2.15E-01,1.2770048,-7.3246,0.10786044,chr3(-):94464985-94473591
17207009,3.74E-01,2.15E-01,1.2768717,-7.32477,0.11153369,--normgene->intron
17366792,3.74E-01,2.15E-01,1.2768011,-7.32486,0.263532,chr2(+):10485250-10485369
17366077,3.74E-01,2.15E-01,1.2767486,-7.32492,0.08958492,chr19(-):60466733-60468304
17319968,3.74E-01,2.15E-01,-1.2765192,-7.32521,-0.11274031,chr15(-):84112621-84123175
17487716,3.75E-01,2.15E-01,1.2762388,-7.32555,0.11603231,chr7(-):24431922-24445682
17387796,3.75E-01,2.15E-01,1.2762368,-7.32556,0.0560745,chr2(-):88034196-88037686
17494467,3.75E-01,2.15E-01,-1.2761988,-7.3256,-0.07513081,chr7(-):105156567-105157680
17366918,3.75E-01,2.15E-01,1.2761835,-7.32562,0.15595733,chr2(+):10511967-10512062
17500095,3.75E-01,2.15E-01,1.2761249,-7.3257,0.06846453,chr8(+):24938300-24938402
17205009,3.75E-01,2.15E-01,-1.2759599,-7.3259,-0.32759542,--normgene->intron
17374055,3.75E-01,2.15E-01,1.2759039,-7.32597,0.06061,chr2(+):109022687-109025444
17206541,3.75E-01,2.15E-01,1.2758809,-7.326,0.32703489,--normgene->intron
17234185,3.75E-01,2.15E-01,1.2758542,-7.32603,0.13692383,chr10(+):71409363-71433327
17209505,3.75E-01,2.15E-01,-1.2756003,-7.32635,-0.33361469,--normgene->intron
17200139,3.75E-01,2.16E-01,1.2754312,-7.32656,0.37422439,--normgene->intron
17416136,3.75E-01,2.16E-01,-1.2753988,-7.3266,-0.09764944,chr4(+):103290959-103311832
17467973,3.75E-01,2.16E-01,-1.2752518,-7.32678,-0.06339931,chr6(-):78466268-78468874
17550845,3.75E-01,2.16E-01,-1.2751921,-7.32685,-0.06497547,--not in current csv annotation file
17221430,3.75E-01,2.16E-01,-1.2751602,-7.32689,-0.15212364,chr1(-):15019040-15019159
17308149,3.75E-01,2.16E-01,-1.2750146,-7.32707,-0.05881383,chr14(-):69329707-69337137
17209685,3.75E-01,2.16E-01,-1.2749334,-7.32717,-0.41645092,--normgene->intron
17204065,3.75E-01,2.16E-01,1.2748049,-7.32733,0.30482303,--normgene->intron
17231604,3.75E-01,2.16E-01,-1.2747767,-7.32737,-0.10617153,--not in current csv annotation file
17363749,3.75E-01,2.16E-01,1.2746883,-7.32748,0.10755581,chr19(-):28580533-28583294
17291617,3.75E-01,2.16E-01,1.2746594,-7.32751,0.06568461,chr13(-):31325934-31327109
17269126,3.75E-01,2.16E-01,-1.2745303,-7.32767,-0.08864336,chr11(-):99550132-99550863
17348079,3.75E-01,2.16E-01,1.2742997,-7.32796,0.16733094,chr18(+):3382988-3436700
17307148,3.76E-01,2.16E-01,-1.2741005,-7.32821,-0.08923356,chr14(-):57506744-57510835
17233294,3.76E-01,2.16E-01,-1.2740196,-7.32831,-0.07961811,chr10(+):52417547-52440192
17203035,3.76E-01,2.16E-01,1.2739629,-7.32838,0.10355161,--normgene->intron
17444920,3.76E-01,2.16E-01,-1.2739029,-7.32845,-0.08025403,chr5(+):148820767-148829408
17424088,3.76E-01,2.16E-01,1.2738084,-7.32857,0.38730433,chr4(-):40850056-40850138
17305235,3.76E-01,2.16E-01,1.2737219,-7.32868,0.07445536,chr14(-):41049209-41069208
17349085,3.76E-01,2.16E-01,-1.2736062,-7.32882,-0.1086725,chr18(+):26495435-26495565
17201577,3.76E-01,2.16E-01,-1.2734253,-7.32904,-0.12693883,--normgene->intron
17507034,3.76E-01,2.16E-01,-1.2734091,-7.32906,-0.087274,chr8(+):128771170-128771296
17507173,3.76E-01,2.16E-01,-1.2733121,-7.32918,-0.09527778,chr8(-):3842096-3842395
17398651,3.76E-01,2.16E-01,1.2732269,-7.32929,0.09835928,chr3(+):86100534-86100655
17336458,3.76E-01,2.16E-01,1.2730711,-7.32948,0.09491756,chr17(+):34203527-34216321
17200153,3.76E-01,2.16E-01,1.2730389,-7.32952,0.15292847,--normgene->intron
17529690,3.76E-01,2.16E-01,-1.2730353,-7.32953,-0.15689325,chr9(-):92527578-92527708
17525198,3.76E-01,2.16E-01,-1.2729823,-7.32959,-0.06708303,chr9(-):28994750-29963141
17389293,3.76E-01,2.16E-01,1.2729534,-7.32963,0.06891436,chr2(-):111911990-111912928
17244424,3.76E-01,2.16E-01,1.272931,-7.32965,0.22075197,chr10(-):94184492-94184573
17350074,3.76E-01,2.16E-01,1.2729235,-7.32966,0.08863644,chr18(+):39773497-39776082
17499325,3.76E-01,2.16E-01,-1.2729054,-7.32969,-0.09121767,chr8(+):13405081-13421951
17549264,3.76E-01,2.16E-01,-1.2728501,-7.32975,-0.081311,--not in current csv annotation file
17515027,3.76E-01,2.16E-01,-1.2727931,-7.32983,-0.08829214,chr9(+):20818504-20826163
17468138,3.76E-01,2.16E-01,1.2726824,-7.32996,0.07402142,chr6(-):83166152-83172733
17209583,3.76E-01,2.17E-01,-1.2725847,-7.33008,-0.25321028,--normgene->intron
17409343,3.76E-01,2.17E-01,-1.2725404,-7.33014,-0.1010925,chr3(-):108455694-108536526
17220034,3.76E-01,2.17E-01,-1.2724541,-7.33025,-0.37360942,chr1(+):179668210-179687189
17323069,3.76E-01,2.17E-01,1.2724296,-7.33028,0.13260819,--not in current csv annotation file
17544696,3.76E-01,2.17E-01,-1.2723798,-7.33034,-0.07409919,chrX(-):136072099-136085255
17540490,3.76E-01,2.17E-01,-1.2723539,-7.33037,-0.19006206,chrX(-):20615326-20617619
17315729,3.76E-01,2.17E-01,1.2723437,-7.33038,0.09721525,chr15(-):6151217-6151348
17229370,3.76E-01,2.17E-01,-1.2723109,-7.33042,-0.08746906,chr1(-):166662055-166681845
17359449,3.76E-01,2.17E-01,1.2722656,-7.33048,0.10465978,chr19(+):41575867-41586536
17206581,3.76E-01,2.17E-01,-1.2722351,-7.33052,-0.15080156,--normgene->intron
17230869,3.76E-01,2.17E-01,-1.2721442,-7.33063,-0.07383167,chr1(-):187120869-187124365
17411018,3.76E-01,2.17E-01,1.2720946,-7.33069,0.07573686,chr3(-):146387742-146387844
17397783,3.76E-01,2.17E-01,-1.2720457,-7.33075,-0.085665,chr3(+):58525821-58557501
17477559,3.76E-01,2.17E-01,1.2719886,-7.33082,0.06702958,chr7(+):44816088-44840809
17473341,3.76E-01,2.17E-01,-1.2719696,-7.33084,-0.07855111,chr7(+):4690604-4715997
17510607,3.76E-01,2.17E-01,1.2719524,-7.33087,0.07455692,chr8(-):74590987-74833947
17505252,3.76E-01,2.17E-01,-1.2719396,-7.33088,-0.13768844,chr8(+):107150661-107187470
17212548,3.76E-01,2.17E-01,-1.2719248,-7.3309,-0.11744214,chr1(+):46066738-46373550
17314848,3.76E-01,2.17E-01,-1.2716562,-7.33123,-0.11966025,chr15(+):99601400-99605477
17385838,3.76E-01,2.17E-01,-1.2716351,-7.33126,-0.25891725,chr2(-):63432088-63432194
17285775,3.76E-01,2.17E-01,-1.2716246,-7.33127,-0.06965692,chr13(+):22556201-22557109
17400989,3.76E-01,2.17E-01,-1.2714619,-7.33147,-0.0782795,chr3(+):100426405-100437754
17205825,3.76E-01,2.17E-01,1.2714612,-7.33147,0.14058067,--normgene->intron
17349977,3.76E-01,2.17E-01,1.271297,-7.33168,0.11796992,chr18(+):38244809-38245412
17518134,3.77E-01,2.17E-01,-1.2712287,-7.33176,-0.10415892,chr9(+):61017069-61019797
17394478,3.77E-01,2.17E-01,1.2711578,-7.33185,0.11400878,chr2(-):165490110-165493324
17432760,3.77E-01,2.17E-01,1.2708442,-7.33224,0.08480672,chr4(-):147673502-147702553
17214711,3.77E-01,2.17E-01,1.2706798,-7.33244,0.09791783,chr1(+):78816927-78820025
17455936,3.77E-01,2.17E-01,-1.2706559,-7.33247,-0.08490189,chr6(+):6863334-6868568
17208773,3.77E-01,2.17E-01,1.2703387,-7.33286,0.21760828,--normgene->intron
17495309,3.77E-01,2.17E-01,-1.2703203,-7.33288,-0.08075919,chr7(-):114315479-114415161
17206347,3.77E-01,2.17E-01,1.2702553,-7.33296,0.39941981,--normgene->intron
17279950,3.77E-01,2.17E-01,-1.2702213,-7.33301,-0.10531425,chr12(-):11090202-11150842
17245917,3.77E-01,2.17E-01,-1.2701775,-7.33306,-0.072514,chr10(-):127525473-127534559
17425280,3.77E-01,2.17E-01,-1.2701754,-7.33306,-0.0734105,chr4(-):51968094-52051110
17331092,3.77E-01,2.17E-01,-1.27017,-7.33307,-0.07169378,chr16(-):57036967-57071346
17466441,3.77E-01,2.17E-01,-1.2699647,-7.33332,-0.11442319,chr6(-):42623019-42645254
17204655,3.77E-01,2.18E-01,-1.269672,-7.33369,-0.27004406,--normgene->intron
17393898,3.77E-01,2.18E-01,-1.2695765,-7.3338,-0.12568086,chr2(-):160906437-160912328
17435249,3.77E-01,2.18E-01,-1.2695201,-7.33387,-0.16232,chr5(+):23852201-23852291
17200055,3.77E-01,2.18E-01,1.2692116,-7.33425,0.17382528,--normgene->intron
17256673,3.77E-01,2.18E-01,-1.2691621,-7.33432,-0.08090539,chr11(+):101316213-101323537
17539768,3.77E-01,2.18E-01,-1.2691371,-7.33435,-0.13659078,chrX(-):6168696-6173015
17254089,3.77E-01,2.18E-01,-1.2691171,-7.33437,-0.11063531,chr11(+):82764345-82767622
17205207,3.77E-01,2.18E-01,1.2690955,-7.3344,0.24548233,--normgene->intron
17209397,3.77E-01,2.18E-01,1.2690955,-7.3344,0.24548233,--normgene->intron
17391590,3.78E-01,2.18E-01,-1.2690123,-7.3345,-0.08147858,chr2(-):129686565-129699833
17203381,3.78E-01,2.18E-01,1.2687383,-7.33484,0.13764667,--normgene->intron
17536979,3.78E-01,2.18E-01,-1.2686462,-7.33495,-0.08219211,chrX(+):103431517-103484957
17467100,3.78E-01,2.18E-01,-1.2686159,-7.33499,-0.12317997,chr6(-):56568427-56652508
17299589,3.78E-01,2.18E-01,-1.2685172,-7.33511,-0.10477981,chr14(+):51162260-51163018
17550795,3.78E-01,2.18E-01,-1.2684528,-7.33519,-0.06299675,--not in current csv annotation file
17532491,3.78E-01,2.18E-01,-1.2684487,-7.3352,-0.09687583,chr9(-):123593820-123632565
17351838,3.78E-01,2.18E-01,1.2680483,-7.33569,0.13065133,--not in current csv annotation file
17203971,3.78E-01,2.18E-01,1.267967,-7.33579,0.20160928,--normgene->intron
17523730,3.78E-01,2.18E-01,1.2678518,-7.33593,0.08460997,chr9(-):6265028-6266547
17494637,3.78E-01,2.18E-01,1.2677148,-7.3361,0.11200958,chr7(-):105803782-105811099
17202603,3.78E-01,2.18E-01,-1.2677106,-7.33611,-0.25273736,--normgene->intron
17358266,3.78E-01,2.18E-01,-1.2677074,-7.33611,-0.10898403,chr19(+):24674008-24679661
17465772,3.78E-01,2.18E-01,1.2677021,-7.33612,0.09282575,chr6(-):34945278-34979054
17508607,3.78E-01,2.18E-01,-1.2676687,-7.33616,-0.07933294,chr8(-):31661331-31661431
17200611,3.78E-01,2.18E-01,1.2676391,-7.3362,0.28870528,--normgene->intron
17525722,3.78E-01,2.18E-01,-1.2674904,-7.33638,-0.04946047,chr9(-):39287924-39299481
17201053,3.78E-01,2.18E-01,-1.2672755,-7.33664,-0.20956453,--normgene->intron
17549358,3.78E-01,2.18E-01,-1.2672741,-7.33665,-0.09750456,--not in current csv annotation file
17549744,3.78E-01,2.18E-01,-1.2672741,-7.33665,-0.09750456,--not in current csv annotation file
17330939,3.78E-01,2.18E-01,-1.2670351,-7.33694,-0.09842019,chr16(-):52799508-52815744
17525780,3.79E-01,2.19E-01,-1.266741,-7.3373,-0.11828728,chr9(-):39771772-39772798
17314460,3.79E-01,2.19E-01,-1.2667299,-7.33732,-0.08716278,chr15(+):94543643-94581815
17348456,3.79E-01,2.19E-01,-1.2667276,-7.33732,-0.09834025,--not in current csv annotation file
17202991,3.79E-01,2.19E-01,-1.2667192,-7.33733,-0.33132031,--normgene->intron
17392631,3.79E-01,2.19E-01,-1.2665888,-7.33749,-0.10578325,chr2(-):149830524-149831213
17230102,3.79E-01,2.19E-01,1.2664539,-7.33766,0.07629939,chr1(-):173962568-173982844
17459983,3.79E-01,2.19E-01,-1.2663313,-7.33781,-0.07558683,chr6(+):83156404-83162975
17456900,3.79E-01,2.19E-01,-1.2663273,-7.33781,-0.09305506,chr6(+):30611010-30631745
17412855,3.79E-01,2.19E-01,-1.266274,-7.33788,-0.08912133,--not in current csv annotation file
17514908,3.79E-01,2.19E-01,1.2662226,-7.33794,0.06279022,chr9(+):18856627-18857592
17496102,3.79E-01,2.19E-01,-1.2661675,-7.33801,-0.09108642,chr7(-):125878419-126082411
17388901,3.79E-01,2.19E-01,-1.2660151,-7.3382,-0.11893225,chr2(-):104143073-104410334
17481499,3.79E-01,2.19E-01,1.2659604,-7.33827,0.06613764,chr7(+):106864982-106866127
17483997,3.79E-01,2.19E-01,-1.2658544,-7.3384,-0.07877528,chr7(+):131308555-131309707
17387658,3.79E-01,2.19E-01,-1.2658261,-7.33843,-0.07200564,chr2(-):86275559-86276485
17244369,3.79E-01,2.19E-01,-1.2657972,-7.33847,-0.06433,chr10(-):93665244-93665854
17392937,3.79E-01,2.19E-01,1.2656621,-7.33863,0.08970011,chr2(-):152393611-152398046
17379602,3.79E-01,2.19E-01,-1.2655094,-7.33882,-0.15200856,chr2(+):164911354-164919953
17246449,3.79E-01,2.19E-01,-1.2654337,-7.33891,-0.13074389,chr10(-):129945104-129946060
17245661,3.79E-01,2.19E-01,1.265237,-7.33916,0.22335825,chr10(-):126710324-126710383
17397511,3.79E-01,2.19E-01,-1.2651686,-7.33924,-0.09308042,chr3(+):53041528-53261679
17202267,3.79E-01,2.19E-01,1.2649988,-7.33945,0.30697469,--normgene->intron
17420091,3.80E-01,2.19E-01,-1.2646194,-7.33992,-0.11036219,chr4(+):136310942-136340681
17464934,3.80E-01,2.19E-01,-1.2644435,-7.34013,-0.08304742,chr6(-):13867735-13871518
17251855,3.80E-01,2.19E-01,1.2643995,-7.34019,0.04385161,chr11(+):69991143-69994951
17418557,3.80E-01,2.19E-01,-1.2643117,-7.3403,-0.12086069,chr4(+):126145979-126147735
17209075,3.80E-01,2.19E-01,1.2642379,-7.34039,0.181857,--normgene->intron
17259924,3.80E-01,2.19E-01,-1.2641611,-7.34048,-0.09993975,chr11(-):3937541-3976778
17391473,3.80E-01,2.19E-01,-1.2641338,-7.34052,-0.13206039,--not in current csv annotation file
17355730,3.80E-01,2.19E-01,1.2641155,-7.34054,0.09006025,chr18(-):82355977-82356106
17206527,3.80E-01,2.20E-01,-1.2640505,-7.34062,-0.53478328,--normgene->intron
17496836,3.80E-01,2.20E-01,-1.2640027,-7.34068,-0.13698672,chr7(-):127982570-127984881
17204235,3.80E-01,2.20E-01,1.2639992,-7.34068,0.19398194,--normgene->intron
17423461,3.80E-01,2.20E-01,1.2639292,-7.34077,0.1445885,chr4(-):15911567-15911634
17428249,3.80E-01,2.20E-01,-1.2636533,-7.34111,-0.16554944,chr4(-):110439690-110439770
17340902,3.80E-01,2.20E-01,-1.2636343,-7.34113,-0.06716572,chr17(-):12841005-12868143
17279701,3.80E-01,2.20E-01,-1.2636134,-7.34116,-0.16684036,chr12(+):117843861-117878706
17441337,3.80E-01,2.20E-01,-1.2635555,-7.34123,-0.08661239,chr5(+):116243706-116254953
17538425,3.80E-01,2.20E-01,1.2635428,-7.34124,0.07227458,chrX(+):146994381-146994508
17549782,3.80E-01,2.20E-01,-1.2634152,-7.3414,-0.12488306,--not in current csv annotation file
17223200,3.80E-01,2.20E-01,-1.263356,-7.34147,-0.04551611,chr1(-):54985169-55027478
17217455,3.80E-01,2.20E-01,-1.2633419,-7.34149,-0.06090931,chr1(+):134415378-134433351
17214009,3.80E-01,2.20E-01,-1.2631791,-7.34169,-0.08371217,chr1(+):71652837-71662843
17296896,3.80E-01,2.20E-01,-1.2629202,-7.34201,-0.26018075,chr14(+):4860406-5021482
17222677,3.80E-01,2.20E-01,1.2628687,-7.34207,0.10627125,chr1(-):44055952-44061936
17548180,3.80E-01,2.20E-01,1.2628406,-7.34211,0.08524544,chr2(+):160947446-160948485
17541697,3.80E-01,2.20E-01,-1.2625712,-7.34244,-0.074438,chrX(-):52741838-52741928
17375603,3.80E-01,2.20E-01,1.2624988,-7.34253,0.08307503,chr2(+):125136692-125147841
17454617,3.80E-01,2.20E-01,1.2624118,-7.34263,0.11196614,chr5(-):140758408-140830431
17443112,3.81E-01,2.20E-01,-1.2621402,-7.34297,-0.11854153,chr5(+):134448574-134448672
17210791,3.81E-01,2.20E-01,-1.2620736,-7.34305,-0.25150089,--normgene->intron
17436032,3.81E-01,2.20E-01,-1.2620591,-7.34307,-0.0774985,chr5(+):31094984-31097294
17513334,3.81E-01,2.20E-01,-1.2619719,-7.34317,-0.07042786,chr8(-):116995679-117082449
17343827,3.81E-01,2.20E-01,1.2618315,-7.34335,0.08736853,chr17(-):34341957-34347547
17200255,3.81E-01,2.20E-01,-1.2617383,-7.34346,-0.30237714,--normgene->intron
17473650,3.81E-01,2.20E-01,1.2616057,-7.34362,0.12569347,chr7(+):6995385-7003091
17316268,3.81E-01,2.20E-01,-1.2613651,-7.34392,-0.06863583,chr15(-):29713331-29713404
17394211,3.81E-01,2.20E-01,-1.2613483,-7.34394,-0.11998131,chr2(-):164596458-164613626
17261006,3.81E-01,2.20E-01,1.2613169,-7.34398,0.07027931,chr11(-):22729897-22732986
17210169,3.81E-01,2.20E-01,-1.2613049,-7.34399,-0.39961314,--normgene->intron
17280339,3.81E-01,2.21E-01,-1.26107,-7.34428,-0.08801844,chr12(-):27090237-27114995
17204387,3.81E-01,2.21E-01,-1.2610639,-7.34429,-0.20723906,--normgene->intron
17293567,3.81E-01,2.21E-01,1.2610332,-7.34433,0.11400617,chr13(-):63289154-63297147
17268107,3.81E-01,2.21E-01,-1.2609098,-7.34448,-0.08933731,chr11(-):94962791-94976327
